Search_Tgt,Target_name,RA(J2000),Dec(J2000),NAIF_ID,Instrument/Mode,AORKEY,AOR_label,reqbegintime,reqendtime,progid,PI,Release_date,DoC_file,reqmode
GRB140102A,GRB140102A,211.919375,1.333278,,IRAC Map PC,54899712,GRB140102A,2015-10-23 19:04:38,2015-10-23 21:14:09,11116,"Perley, Daniel A",2015-11-12 10:00:00,/sha/archive/proc/IRAC040700/r54899712/SPITZER_I_54899712_DOC.fits,IracMapPC
GRB131229A,GRB131229A,85.231708,-4.396306,,IRAC Map PC,54899456,GRB131229A,2015-06-12 21:27:40,2015-06-12 23:37:11,11116,"Perley, Daniel A",2016-07-23 10:00:00,/sha/archive/proc/IRAC040200/r54899456/SPITZER_I_54899456_DOC.fits,IracMapPC
GRB131202A,GRB131202A,344.054125,-21.662360999999997,,IRAC Map PC,54899200,GRB131202A,2016-03-05 01:24:32,2016-03-05 03:34:03,11116,"Perley, Daniel A",2016-03-31 10:00:00,/sha/archive/proc/IRAC041700/r54899200/SPITZER_I_54899200_DOC.fits,IracMapPC
GRB131128A,GRB131128A,355.307458,31.306194,,IRAC Map PC,54898944,GRB131128A,2015-11-03 00:07:57,2015-11-03 02:17:29,11116,"Perley, Daniel A",2015-11-25 10:00:00,/sha/archive/proc/IRAC040800/r54898944/SPITZER_I_54898944_DOC.fits,IracMapPC
GRB131127A,GRB131127A,332.729917,36.609417,,IRAC Map PC,62070528,GRB131127A,2017-02-19 09:21:29,2017-02-19 11:31:00,13104,"Perley, Daniel A",2017-03-09 10:00:00,/sha/archive/proc/IRAC044600/r62070528/SPITZER_I_62070528_DOC.fits,IracMapPC
GRB131117A,GRB131117A,332.330667,-31.762306,,IRAC Map PC,54898688,GRB131117A,2016-09-14 12:58:16,2016-09-14 16:17:11,11116,"Perley, Daniel A",2016-09-29 10:00:00,/sha/archive/proc/IRAC043400/r54898688/SPITZER_I_54898688_DOC.fits,IracMapPC
GRB131105A,GRB131105A,70.967792,-62.995472,,IRAC Map PC,54898432,GRB131105A,2015-11-11 00:09:04,2015-11-11 01:13:49,11116,"Perley, Daniel A",2015-11-25 10:00:00,/sha/archive/proc/IRAC040800/r54898432/SPITZER_I_54898432_DOC.fits,IracMapPC
GRB131103A,GRB131103A,348.91895800000003,-44.640389,,IRAC Map PC,54898176,GRB131103A,2015-09-19 21:32:45,2015-09-19 21:49:27,11116,"Perley, Daniel A",2015-10-22 10:00:00,/sha/archive/proc/IRAC043000/r54898176/SPITZER_I_54898176_DOC.fits,IracMapPC
GRB131030A,GRB131030A,345.0675,-5.368472,,IRAC Map PC,54897920,GRB131030A,2016-03-04 17:32:24,2016-03-04 18:37:09,11116,"Perley, Daniel A",2016-03-31 10:00:00,/sha/archive/proc/IRAC041700/r54897920/SPITZER_I_54897920_DOC.fits,IracMapPC
GRB131024A,GRB131024A,290.482,-64.602722,,IRAC Map PC,54897664,GRB131024A,2016-06-27 14:11:49,2016-06-27 16:21:20,11116,"Perley, Daniel A",2016-07-21 10:00:00,/sha/archive/proc/IRAC042500/r54897664/SPITZER_I_54897664_DOC.fits,IracMapPC
GRB130925A,GRB130925A,41.179,-26.153083,,IRAC Map PC,62070016,GRB130925A,2016-12-01 13:57:40,2016-12-01 14:26:51,13104,"Perley, Daniel A",2016-12-22 10:00:00,/sha/archive/proc/IRAC044000/r62070016/SPITZER_I_62070016_DOC.fits,IracMapPC
GRB130925A,GRB130925A,41.17875,-26.153,,IRAC Map PC,50947840,GRB130925A,2014-10-07 13:06:24,2014-10-07 13:52:05,10098,"Stern, Daniel",2015-10-30 10:00:00,/sha/archive/proc/IRAC038400/r50947840/SPITZER_I_50947840_DOC.fits,IracMapPC
GRB130907A,GRB130907A,215.891625,45.607611,,IRAC Map PC,62069760,GRB130907A,2017-04-26 01:23:11,2017-04-26 01:52:22,13104,"Perley, Daniel A",2017-05-10 10:00:00,/sha/archive/proc/IRAC045000/r62069760/SPITZER_I_62069760_DOC.fits,IracMapPC
GRB130907A,GRB130907A,215.891625,45.607611,,IRAC Map PC,54897408,GRB130907A,2015-08-12 01:22:38,2015-08-12 02:27:24,11116,"Perley, Daniel A",2015-09-03 10:00:00,/sha/archive/proc/IRAC042700/r54897408/SPITZER_I_54897408_DOC.fits,IracMapPC
GRB130831A,GRB130831A,358.62458300000003,29.429667,,IRAC Map PC,62069504,GRB130831A,2016-11-03 20:31:47,2016-11-03 22:44:29,13104,"Perley, Daniel A",2016-11-23 10:00:00,/sha/archive/proc/IRAC043800/r62069504/SPITZER_I_62069504_DOC.fits,IracMapPC
GRB130831A,GRB130831A,358.62458300000003,29.429667,,IRAC Map PC,54897152,GRB130831A,2015-09-25 20:21:08,2015-09-25 20:50:20,11116,"Perley, Daniel A",2015-10-22 10:00:00,/sha/archive/proc/IRAC043000/r54897152/SPITZER_I_54897152_DOC.fits,IracMapPC
GRB130803A,GRB130803A,220.252708,-2.492,,IRAC Map PC,54896896,GRB130803A,2015-10-30 13:01:44,2015-10-30 15:11:16,11116,"Perley, Daniel A",2015-11-25 10:00:00,/sha/archive/proc/IRAC040800/r54896896/SPITZER_I_54896896_DOC.fits,IracMapPC
GRB130727A,GRB130727A,330.798583,-65.538528,,IRAC Map PC,54896640,GRB130727A,2016-07-24 03:33:59,2016-07-24 05:43:30,11116,"Perley, Daniel A",2016-08-18 10:00:00,/sha/archive/proc/IRAC043100/r54896640/SPITZER_I_54896640_DOC.fits,IracMapPC
GRB130725B,GRB130725B,214.240667,-11.128278,,IRAC Map PC,54896384,GRB130725B,2015-10-20 18:50:52,2015-10-20 21:00:22,11116,"Perley, Daniel A",2015-11-12 10:00:00,/sha/archive/proc/IRAC040700/r54896384/SPITZER_I_54896384_DOC.fits,IracMapPC
GRB130708A,GRB130702A,217.311583,15.774,,IRAC Map PC,62069248,GRB130702A,2016-11-05 00:20:03,2016-11-05 00:49:15,13104,"Perley, Daniel A",2016-11-23 10:00:00,/sha/archive/proc/IRAC043800/r62069248/SPITZER_I_62069248_DOC.fits,IracMapPC
GRB130701A,GRB130701A,357.229542,36.100389,,IRAC Map PC,54896128,GRB130701A,2015-11-09 16:32:45,2015-11-09 17:16:59,11116,"Perley, Daniel A",2015-11-25 10:00:00,/sha/archive/proc/IRAC040800/r54896128/SPITZER_I_54896128_DOC.fits,IracMapPC
GRB130615A,GRB130615A,274.829625,-68.16125,,IRAC Map PC,54895872,GRB130615A,2015-11-11 01:19:11,2015-11-11 03:28:43,11116,"Perley, Daniel A",2015-11-25 10:00:00,/sha/archive/proc/IRAC040800/r54895872/SPITZER_I_54895872_DOC.fits,IracMapPC
GRB130612A,GRB130612A,259.794083,16.719972,,IRAC Map PC,54895616,GRB130612A,2015-06-16 08:46:32,2015-06-16 12:05:02,11116,"Perley, Daniel A",2016-07-23 10:00:00,/sha/archive/proc/IRAC040200/r54895616/SPITZER_I_54895616_DOC.fits,IracMapPC
GRB130610A,GRB130610A,224.4205,28.206417,,IRAC Map PC,54895360,GRB130610A,2015-10-30 09:31:13,2015-10-30 12:49:51,11116,"Perley, Daniel A",2015-11-25 10:00:00,/sha/archive/proc/IRAC040800/r54895360/SPITZER_I_54895360_DOC.fits,IracMapPC
GRB130609B,GRB130609B,53.771292,-40.174083,,IRAC Map PC,54895104,GRB130609B,2015-11-08 17:26:26,2015-11-08 19:35:57,11116,"Perley, Daniel A",2015-11-25 10:00:00,/sha/archive/proc/IRAC040800/r54895104/SPITZER_I_54895104_DOC.fits,IracMapPC
GRB130609A,GRB130609A,152.66845800000002,24.132306,,IRAC Map PC,54894848,GRB130609A,2016-07-27 22:41:38,2016-07-28 00:51:10,11116,"Perley, Daniel A",2016-08-18 10:00:00,/sha/archive/proc/IRAC043100/r54894848/SPITZER_I_54894848_DOC.fits,IracMapPC
GRB130606A,GRB130606A,249.39658300000002,29.796389,,IRAC Map PC,60118784,GRB130606A_ch2,2016-10-11 13:34:58,2016-10-11 16:54:02,11116,"Perley, Daniel A",2016-10-27 10:00:00,/sha/archive/proc/IRAC043600/r60118784/SPITZER_I_60118784_DOC.fits,IracMapPC
GRB130606A,GRB130606A,249.39658300000002,29.796389,,IRAC Map PC,54894592,GRB130606A,2015-06-05 13:27:38,2015-06-05 16:46:09,11116,"Perley, Daniel A",2016-06-24 10:00:00,/sha/archive/proc/IRAC040100/r54894592/SPITZER_I_54894592_DOC.fits,IracMapPC
GRB130604A,GRB130604A,250.18870800000002,68.225972,,IRAC Map PC,54894336,GRB130604A,2015-06-14 15:24:26,2015-06-14 16:08:33,11116,"Perley, Daniel A",2016-07-23 10:00:00,/sha/archive/proc/IRAC040200/r54894336/SPITZER_I_54894336_DOC.fits,IracMapPC
GRB130529A,GRB130529A,24.281917,-64.147444,,IRAC Map PC,54894080,GRB130529A,2015-09-24 20:19:29,2015-09-24 22:29:00,11116,"Perley, Daniel A",2015-10-22 10:00:00,/sha/archive/proc/IRAC043000/r54894080/SPITZER_I_54894080_DOC.fits,IracMapPC
GRB130527A,GRB130527A,309.276333,-24.724972,,IRAC Map PC,54893824,GRB130527A,2015-12-29 18:58:40,2015-12-29 21:08:12,11116,"Perley, Daniel A",2016-01-21 10:00:00,/sha/archive/proc/IRAC041200/r54893824/SPITZER_I_54893824_DOC.fits,IracMapPC
GRB130514A,GRB130514A,296.282917,-7.976222,,IRAC Map PC,54893568,GRB130514A,2015-12-31 23:55:36,2016-01-01 03:14:19,11116,"Perley, Daniel A",2016-01-21 10:00:00,/sha/archive/proc/IRAC041200/r54893568/SPITZER_I_54893568_DOC.fits,IracMapPC
GRB130511A,GRB130511A,196.645667,18.71,,IRAC Map PC,54893312,GRB130511A,2015-09-26 01:19:18,2015-09-26 02:24:03,11116,"Perley, Daniel A",2015-10-22 10:00:00,/sha/archive/proc/IRAC043000/r54893312/SPITZER_I_54893312_DOC.fits,IracMapPC
GRB130505A,GRB130505A,137.061,17.484778,,IRAC Map PC,54893056,GRB130505A,2016-07-24 13:21:12,2016-07-24 16:39:51,11116,"Perley, Daniel A",2016-08-18 10:00:00,/sha/archive/proc/IRAC043100/r54893056/SPITZER_I_54893056_DOC.fits,IracMapPC
GRB130502A,GRB130502A,138.568875,-0.12341700000000001,,IRAC Map PC,54892800,GRB130502A,2016-07-27 06:27:43,2016-07-27 08:37:14,11116,"Perley, Daniel A",2016-08-18 10:00:00,/sha/archive/proc/IRAC043100/r54892800/SPITZER_I_54892800_DOC.fits,IracMapPC
GRB130427B,GRB130427B,314.898417,-22.546360999999997,,IRAC Map PC,54892544,GRB130427B,2016-01-08 23:29:11,2016-01-09 02:48:11,11116,"Perley, Daniel A",2016-02-04 10:00:00,/sha/archive/proc/IRAC041300/r54892544/SPITZER_I_54892544_DOC.fits,IracMapPC
GRB130427A,GRB130427A,173.136833,27.698944,,IRAC Map PC,62068992,GRB130427A,2017-08-13 21:54:18,2017-08-13 22:23:31,13104,"Perley, Daniel A",2017-08-31 10:00:00,/sha/archive/proc/IRAC045800/r62068992/SPITZER_I_62068992_DOC.fits,IracMapPC
GRB130427A,GRB130427A,173.13683,27.698940000000004,,IRAC Map PC,50937600,GRB130427A,2014-08-20 21:08:12,2014-08-20 21:53:44,10098,"Stern, Daniel",2015-09-03 10:00:00,/sha/archive/proc/IRAC038000/r50937600/SPITZER_I_50937600_DOC.fits,IracMapPC
GRB130420A,GRB130420A,196.106542,59.424082999999996,,IRAC Map PC,54892288,GRB130420A,2015-06-14 22:00:37,2015-06-14 23:05:22,11116,"Perley, Daniel A",2016-07-23 10:00:00,/sha/archive/proc/IRAC040200/r54892288/SPITZER_I_54892288_DOC.fits,IracMapPC
GRB130418A,GRB130418A,149.03716699999998,13.667444,,IRAC Map PC,54892032,GRB130418A,2016-07-24 16:41:59,2016-07-24 17:46:43,11116,"Perley, Daniel A",2016-08-18 10:00:00,/sha/archive/proc/IRAC043100/r54892032/SPITZER_I_54892032_DOC.fits,IracMapPC
GRB130327A,GRB130327A,92.038708,55.715028000000004,,IRAC Map PC,54891776,GRB130327A,2015-12-17 18:22:56,2015-12-17 20:32:27,11116,"Perley, Daniel A",2016-01-21 10:00:00,/sha/archive/proc/IRAC041100/r54891776/SPITZER_I_54891776_DOC.fits,IracMapPC
GRB130215A,GRB130215A,43.502917,13.395389000000002,,IRAC Map PC,62068736,GRB130215A,2016-11-26 19:23:02,2016-11-26 20:27:47,13104,"Perley, Daniel A",2016-12-22 10:00:00,/sha/archive/proc/IRAC044000/r62068736/SPITZER_I_62068736_DOC.fits,IracMapPC
GRB130131B,GRB130131B,173.95554199999998,15.038194,,IRAC Map PC,54891520,GRB130131B,2016-09-02 17:22:12,2016-09-02 19:34:45,11116,"Perley, Daniel A",2016-09-15 10:00:00,/sha/archive/proc/IRAC043300/r54891520/SPITZER_I_54891520_DOC.fits,IracMapPC
GRB130131A,GRB130131A,171.126625,48.075917,,IRAC Map PC,54891264,GRB130131A,2016-07-17 11:50:25,2016-07-17 13:59:57,11116,"Perley, Daniel A",2016-08-11 10:00:00,/sha/archive/proc/IRAC042600/r54891264/SPITZER_I_54891264_DOC.fits,IracMapPC
GRB121212A,GRB121212A,177.792917,78.037306,,IRAC Map PC,54891008,GRB121212A,2015-06-05 21:16:53,2015-06-05 23:26:24,11116,"Perley, Daniel A",2016-06-24 10:00:00,/sha/archive/proc/IRAC040100/r54891008/SPITZER_I_54891008_DOC.fits,IracMapPC
GRB121209A,GRB121209A,326.787208,-8.235306,,IRAC Map PC,54890752,GRB121209A,2016-09-14 10:12:09,2016-09-14 12:24:54,11116,"Perley, Daniel A",2016-09-29 10:00:00,/sha/archive/proc/IRAC043400/r54890752/SPITZER_I_54890752_DOC.fits,IracMapPC
GRB121201A,GRB121201A,13.467375,-42.942889,,IRAC Map PC,54890496,GRB121201A,2015-09-27 02:26:03,2015-09-27 06:50:37,11116,"Perley, Daniel A",2015-10-22 10:00:00,/sha/archive/proc/IRAC043000/r54890496/SPITZER_I_54890496_DOC.fits,IracMapPC
GRB121125A,GRB121125A,228.52725,55.31333299999999,,IRAC Map PC,54890240,GRB121125A,2015-06-05 19:03:48,2015-06-05 21:13:19,11116,"Perley, Daniel A",2016-06-24 10:00:00,/sha/archive/proc/IRAC040100/r54890240/SPITZER_I_54890240_DOC.fits,IracMapPC
GRB121123A,GRB121123A,307.317833,-11.859944,,IRAC Map PC,54889984,GRB121123A,2016-01-01 03:16:39,2016-01-01 05:26:10,11116,"Perley, Daniel A",2016-01-21 10:00:00,/sha/archive/proc/IRAC041200/r54889984/SPITZER_I_54889984_DOC.fits,IracMapPC
GRB121027A,GRB121027A,63.597667,-58.829832999999994,,IRAC Map PC,47081984,GRB121027A,2013-08-31 02:41:28,2013-08-31 04:21:04,90062,"Perley, Daniel A",2013-09-19 10:00:00,/sha/archive/proc/IRAC035500/r47081984/SPITZER_I_47081984_DOC.fits,IracMapPC
GRB121024A,GRB121024A,70.472,-12.290778,,IRAC Map PC,47082496,GRB121024A,2013-04-06 21:48:13,2013-04-07 00:04:23,90062,"Perley, Daniel A",2013-05-02 10:00:00,/sha/archive/proc/IRAC034500/r47082496/SPITZER_I_47082496_DOC.fits,IracMapPC
GRB121011A,GRB121011A,260.213417,41.110389,,IRAC Map PC,62068480,GRB121011A,2016-11-07 23:27:54,2016-11-08 00:32:39,13104,"Perley, Daniel A",2016-11-23 10:00:00,/sha/archive/proc/IRAC043800/r62068480/SPITZER_I_62068480_DOC.fits,IracMapPC
GRB120922A,GRB120922A,234.7485,-20.181722,,IRAC Map PC,54889728,GRB120922A,2015-06-14 10:22:08,2015-06-14 13:41:08,11116,"Perley, Daniel A",2016-07-23 10:00:00,/sha/archive/proc/IRAC040200/r54889728/SPITZER_I_54889728_DOC.fits,IracMapPC
GRB120909A,GRB120909A,275.736333,-59.448361,,IRAC Map PC,46466048,GRB120909A,2013-05-31 13:49:29,2013-05-31 20:26:25,90062,"Perley, Daniel A",2013-06-28 10:00:00,/sha/archive/proc/IRAC034900/r46466048/SPITZER_I_46466048_DOC.fits,IracMapPC
GRB120907A,GRB120907A,74.75,-9.315,,IRAC Map PC,54889472,GRB120907A,2015-06-04 22:03:14,2015-06-04 22:47:24,11116,"Perley, Daniel A",2016-06-24 10:00:00,/sha/archive/proc/IRAC040100/r54889472/SPITZER_I_54889472_DOC.fits,IracMapPC
GRB120815A,GRB120815A,273.957583,-52.131139000000005,,IRAC Map PC,46466560,GRB120815A,2013-05-31 20:28:12,2013-05-31 23:46:51,90062,"Perley, Daniel A",2013-06-28 10:00:00,/sha/archive/proc/IRAC034900/r46466560/SPITZER_I_46466560_DOC.fits,IracMapPC
GRB120811C,GRB120811C,199.682583,62.300778,,IRAC Map PC,46466304,GRB120811C,2013-01-21 19:11:43,2013-01-21 22:30:22,90062,"Perley, Daniel A",2013-02-07 10:00:00,/sha/archive/proc/IRAC033900/r46466304/SPITZER_I_46466304_DOC.fits,IracMapPC
GRB120805A,GRB120805A,216.538,5.825472,,IRAC Map PC,54889216,GRB120805A,2015-09-21 05:20:20,2015-09-21 08:39:24,11116,"Perley, Daniel A",2015-10-22 10:00:00,/sha/archive/proc/IRAC043000/r54889216/SPITZER_I_54889216_DOC.fits,IracMapPC
GRB120805A,GRB120805A,216.538,5.825472,,IRAC Map PC,65629952,GRB120805A,2018-05-27 05:30:40,2018-05-27 06:35:24,13104,"Perley, Daniel A",2018-06-14 10:00:00,/sha/archive/proc/IRAC047900/r65629952/SPITZER_I_65629952_DOC.fits,IracMapPC
GRB120804A,GRB120804A,233.947875,-28.782417,,IRAC Map PC,46465792,GRB120804A,2013-05-11 14:17:45,2013-05-11 15:16:07,90062,"Perley, Daniel A",2013-05-30 10:00:00,/sha/archive/proc/IRAC034700/r46465792/SPITZER_I_46465792_DOC.fits,IracMapPC
GRB120802A,GRB120802A,44.843125,13.768667,,IRAC Map PC,62068224,GRB120802A,2017-11-16 00:56:47,2017-11-16 05:21:36,13104,"Perley, Daniel A",2017-12-07 10:00:00,/sha/archive/proc/IRAC046500/r62068224/SPITZER_I_62068224_DOC.fits,IracMapPC
GRB120802A,GRB120802A,44.843125,13.768667,,IRAC Map PC,54888960,GRB120802A,2015-11-10 17:21:30,2015-11-10 20:40:08,11116,"Perley, Daniel A",2015-11-25 10:00:00,/sha/archive/proc/IRAC040800/r54888960/SPITZER_I_54888960_DOC.fits,IracMapPC
GRB120724A,GRB120724A,245.180625,3.5077220000000002,,IRAC Map PC,54888704,GRB120724A,2015-06-05 08:15:43,2015-06-05 09:20:28,11116,"Perley, Daniel A",2016-06-24 10:00:00,/sha/archive/proc/IRAC040100/r54888704/SPITZER_I_54888704_DOC.fits,IracMapPC
GRB120722A,GRB120722A,230.49658300000002,13.251278,,IRAC Map PC,54888448,GRB120722A,2015-10-20 21:13:09,2015-10-20 21:57:18,11116,"Perley, Daniel A",2015-11-12 10:00:00,/sha/archive/proc/IRAC040700/r54888448/SPITZER_I_54888448_DOC.fits,IracMapPC
GRB120716A,GRB120716A,313.050417,9.59825,,IRAC Map PC,62067968,GRB120716A,2017-01-29 18:58:09,2017-01-29 21:10:48,13104,"Perley, Daniel A",2017-02-09 10:00:00,/sha/archive/proc/IRAC044400/r62067968/SPITZER_I_62067968_DOC.fits,IracMapPC
GRB120714B,GRB120714B,355.40875,-46.183889,,IRAC Map PC,54888192,GRB120714B,2015-09-22 10:50:06,2015-09-22 11:19:17,11116,"Perley, Daniel A",2015-10-22 10:00:00,/sha/archive/proc/IRAC043000/r54888192/SPITZER_I_54888192_DOC.fits,IracMapPC
GRB120712A,GRB120712A-offset,169.5875,-20.023833,,IRAC Map PC,46290176,GRB120712A,2013-08-12 16:51:40,2013-08-12 23:20:18,90062,"Perley, Daniel A",2013-09-05 10:00:00,/sha/archive/proc/IRAC035400/r46290176/SPITZER_I_46290176_DOC.fits,IracMapPC
GRB120711A,GRB120711A,94.67845799999999,-70.999083,,IRAC Map PC,62067712,GRB120711A,2016-11-06 05:37:35,2016-11-06 06:42:20,13104,"Perley, Daniel A",2016-11-23 10:00:00,/sha/archive/proc/IRAC043800/r62067712/SPITZER_I_62067712_DOC.fits,IracMapPC
GRB120703A,GRB120703A,339.356708,-29.72325,,IRAC Map PC,54887936,GRB120703A,2016-09-12 17:41:54,2016-09-12 19:51:26,11116,"Perley, Daniel A",2016-09-29 10:00:00,/sha/archive/proc/IRAC043400/r54887936/SPITZER_I_54887936_DOC.fits,IracMapPC
GRB120701A,GRB120701A,80.348,-58.549528,,IRAC Map PC,62067456,GRB120701A,2016-12-07 10:23:22,2016-12-07 11:28:07,13104,"Perley, Daniel A",2016-12-22 10:00:00,/sha/archive/proc/IRAC044000/r62067456/SPITZER_I_62067456_DOC.fits,IracMapPC
GRB120624B,GRB120624B,170.884625,8.928556,,IRAC Map PC,62067200,GRB120624B,2017-09-25 07:43:56,2017-09-25 08:50:14,13104,"Perley, Daniel A",2017-10-12 10:00:00,/sha/archive/proc/IRAC046100/r62067200/SPITZER_I_62067200_DOC.fits,IracMapPC
GRB120521C,GRB120521C,214.286667,42.144778,,IRAC Map PC,46290432,GRB120521C,2013-04-10 22:08:05,2013-04-10 23:06:29,90062,"Perley, Daniel A",2013-05-02 10:00:00,/sha/archive/proc/IRAC034500/r46290432/SPITZER_I_46290432_DOC.fits,IracMapPC
GRB120422A,GRB120422A,136.90991699999998,14.01875,,IRAC Map PC,62066944,GRB120422A,2017-02-21 02:37:10,2017-02-21 03:06:21,13104,"Perley, Daniel A",2017-03-09 10:00:00,/sha/archive/proc/IRAC044600/r62066944/SPITZER_I_62066944_DOC.fits,IracMapPC
GRB120404A,GRB120404A-offset,234.979167,12.869722,,IRAC Map PC,46290688,GRB120404A,2013-09-19 19:14:10,2013-09-19 22:28:42,90062,"Perley, Daniel A",2013-10-03 10:00:00,/sha/archive/proc/IRAC035600/r46290688/SPITZER_I_46290688_DOC.fits,IracMapPC
GRB120404A,GRB120404A,235.0095,12.885028,,IRAC Map PC,62066688,GRB120404A,2016-11-25 19:45:58,2016-11-25 21:58:33,13104,"Perley, Daniel A",2016-12-22 10:00:00,/sha/archive/proc/IRAC044000/r62066688/SPITZER_I_62066688_DOC.fits,IracMapPC
GRB120327A,GRB120327A,246.864417,-29.415,,IRAC Map PC,46290944,GRB120327A,2012-11-07 00:10:17,2012-11-07 03:28:51,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46290944/SPITZER_I_46290944_DOC.fits,IracMapPC
GRB120326A,GRB120326A,273.90441699999997,69.259833,,IRAC Map PC,54887680,GRB120326A,2015-06-14 23:09:01,2015-06-15 00:13:46,11116,"Perley, Daniel A",2016-07-23 10:00:00,/sha/archive/proc/IRAC040200/r54887680/SPITZER_I_54887680_DOC.fits,IracMapPC
GRB120320A,GRB120320A,212.517625,8.696583,,IRAC Map PC,54887424,GRB120320A,2016-05-22 17:42:42,2016-05-22 19:52:13,11116,"Perley, Daniel A",2016-06-09 10:00:00,/sha/archive/proc/IRAC042200/r54887424/SPITZER_I_54887424_DOC.fits,IracMapPC
GRB120312A,GRB120312A,251.788333,23.858028,,IRAC Map PC,54887168,GRB120312A,2015-06-18 00:26:19,2015-06-18 02:35:50,11116,"Perley, Daniel A",2016-07-23 10:00:00,/sha/archive/proc/IRAC040200/r54887168/SPITZER_I_54887168_DOC.fits,IracMapPC
GRB120308A,GRB120308A,219.083708,79.68675,,IRAC Map PC,46291200,GRB120308A,2012-12-01 16:11:49,2012-12-01 19:30:40,90062,"Perley, Daniel A",2013-01-03 10:00:00,/sha/archive/proc/IRAC033600/r46291200/SPITZER_I_46291200_DOC.fits,IracMapPC
GRB120224A,GRB120224A,40.942292,-17.761667000000003,,IRAC Map PC,54886912,GRB120224A,2015-10-19 16:42:25,2015-10-19 17:26:35,11116,"Perley, Daniel A",2015-11-12 10:00:00,/sha/archive/proc/IRAC040700/r54886912/SPITZER_I_54886912_DOC.fits,IracMapPC
GRB120211A,GRB120211A,87.753792,-24.775333,,IRAC Map PC,54886656,GRB120211A,2015-06-16 04:07:03,2015-06-16 06:19:35,11116,"Perley, Daniel A",2016-07-23 10:00:00,/sha/archive/proc/IRAC040200/r54886656/SPITZER_I_54886656_DOC.fits,IracMapPC
GRB120119A,GRB120119A,120.028875,-9.081583,,IRAC Map PC,46291456,GRB120119A,2013-01-01 17:10:21,2013-01-01 20:29:08,90062,"Perley, Daniel A",2013-01-24 10:00:00,/sha/archive/proc/IRAC033800/r46291456/SPITZER_I_46291456_DOC.fits,IracMapPC
GRB120118B,GRB120118B,124.871,-7.184806,,IRAC Map PC,54886400,GRB120118B,2016-07-06 16:34:04,2016-07-06 18:46:54,11116,"Perley, Daniel A",2016-07-21 10:00:00,/sha/archive/proc/IRAC042500/r54886400/SPITZER_I_54886400_DOC.fits,IracMapPC
GRB120118B,GRB120118B,124.871,-7.184806,,IRAC Map PC,65630208,GRB120118B,2018-07-23 08:07:40,2018-07-23 09:12:25,13104,"Perley, Daniel A",2018-08-16 10:00:00,/sha/archive/proc/IRAC048300/r65630208/SPITZER_I_65630208_DOC.fits,IracMapPC
GRB120116A,GRB120116A,16.241083,33.93075,,IRAC Map PC,54886144,GRB120116A,2015-11-20 21:33:49,2015-11-20 23:43:21,11116,"Perley, Daniel A",2015-12-10 10:00:00,/sha/archive/proc/IRAC040900/r54886144/SPITZER_I_54886144_DOC.fits,IracMapPC
GRB120102A,GRB120102A,276.224542,24.713082999999997,,IRAC Map PC,54885888,GRB120102A,2015-06-17 22:10:20,2015-06-18 00:19:52,11116,"Perley, Daniel A",2016-07-23 10:00:00,/sha/archive/proc/IRAC040200/r54885888/SPITZER_I_54885888_DOC.fits,IracMapPC
GRB111228A,GRB111228A,150.066708,18.297722,,IRAC Map PC,54885632,GRB111228A,2015-07-16 14:13:28,2015-07-16 14:42:41,11116,"Perley, Daniel A",2015-08-06 10:00:00,/sha/archive/proc/IRAC040400/r54885632/SPITZER_I_54885632_DOC.fits,IracMapPC
GRB111225A,GRB111225A,13.155625,51.571694,,IRAC Map PC,62066432,GRB111225A,2016-12-05 16:25:30,2016-12-05 16:54:42,13104,"Perley, Daniel A",2016-12-22 10:00:00,/sha/archive/proc/IRAC044000/r62066432/SPITZER_I_62066432_DOC.fits,IracMapPC
GRB111215A,GRB111215A,349.555458,32.494194,,IRAC Map PC,46291712,GRB111215A,2013-01-31 08:00:19,2013-01-31 08:58:48,90062,"Perley, Daniel A",2013-02-21 10:00:00,/sha/archive/proc/IRAC034000/r46291712/SPITZER_I_46291712_DOC.fits,IracMapPC
GRB111209A,GRB111209A,14.344917,-46.801167,,IRAC Map PC,62066176,GRB111209A,2017-02-21 05:40:07,2017-02-21 07:52:44,13104,"Perley, Daniel A",2017-03-09 10:00:00,/sha/archive/proc/IRAC044600/r62066176/SPITZER_I_62066176_DOC.fits,IracMapPC
GRB111209A,GRB111209A,14.344917,-46.801167,,IRAC Map PC,54885376,GRB111209A,2016-02-05 23:29:41,2016-02-06 00:34:25,11116,"Perley, Daniel A",2016-02-18 10:00:00,/sha/archive/proc/IRAC041400/r54885376/SPITZER_I_54885376_DOC.fits,IracMapPC
GRB111204A,GRB111204A,336.628375,-31.374861,,IRAC Map PC,46291968,GRB111204A,2012-12-27 19:05:56,2012-12-27 20:04:24,90062,"Perley, Daniel A",2013-01-10 10:00:00,/sha/archive/proc/IRAC033700/r46291968/SPITZER_I_46291968_DOC.fits,IracMapPC
GRB111129A,GRB111129A,307.433958,-52.712917000000004,,IRAC Map PC,54885120,GRB111129A,2015-12-21 09:45:21,2015-12-21 10:29:33,11116,"Perley, Daniel A",2016-01-21 10:00:00,/sha/archive/proc/IRAC041100/r54885120/SPITZER_I_54885120_DOC.fits,IracMapPC
