Search_Tgt,Target_name,RA(J2000),Dec(J2000),NAIF_ID,Instrument/Mode,AORKEY,AOR_label,reqbegintime,reqendtime,progid,PI,Release_date,DoC_file,reqmode
GRB080210,GRB080210,251.266708,13.826694,,IRAC Map PC,54878208,GRB080210,2015-06-02 06:10:51,2015-06-02 10:35:23,11116,"Perley, Daniel A",2016-06-24 10:00:00,/sha/archive/proc/IRAC040100/r54878208/SPITZER_I_54878208_DOC.fits,IracMapPC
GRB080205,GRB080205,98.252583,62.792193999999995,,IRAC Map PC,46306048,GRB080205,2013-05-16 21:08:15,2013-05-17 00:27:03,90062,"Perley, Daniel A",2013-05-30 10:00:00,/sha/archive/proc/IRAC034700/r46306048/SPITZER_I_46306048_DOC.fits,IracMapPC
GRB071122,GRB071122,276.605458,47.075028,,IRAC Map PC,54877952,GRB071122,2015-06-14 14:36:58,2015-06-14 15:21:09,11116,"Perley, Daniel A",2016-07-23 10:00:00,/sha/archive/proc/IRAC040200/r54877952/SPITZER_I_54877952_DOC.fits,IracMapPC
GRB071117,GRB071117,335.043417,-63.44319399999999,,IRAC Map PC,54877696,GRB071117,2015-12-18 02:55:55,2015-12-18 04:00:40,11116,"Perley, Daniel A",2016-01-21 10:00:00,/sha/archive/proc/IRAC041100/r54877696/SPITZER_I_54877696_DOC.fits,IracMapPC
GRB071112C,GRB071112C,39.212208000000004,28.371306,,IRAC Map PC,46306304,GRB071112C,2012-11-11 20:32:26,2012-11-11 21:22:12,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46306304/SPITZER_I_46306304_DOC.fits,IracMapPC
GRB071025,GRB071025,355.071125,31.778556,,IRAC Map PC,54877440,GRB071025,2015-11-02 18:27:12,2015-11-02 23:58:44,11116,"Perley, Daniel A",2015-11-25 10:00:00,/sha/archive/proc/IRAC040800/r54877440/SPITZER_I_54877440_DOC.fits,IracMapPC
GRB071020,GRB071020,119.66575,32.861111,,IRAC Map PC,62062080,GRB071020,2017-01-30 15:50:33,2017-01-30 16:55:18,13104,"Perley, Daniel A",2017-02-09 10:00:00,/sha/archive/proc/IRAC044400/r62062080/SPITZER_I_62062080_DOC.fits,IracMapPC
GRB070808,GRB070808,6.764042,1.1762219999999999,,IRAC Map PC,46306560,GRB070808,2013-09-09 13:05:21,2013-09-09 16:24:04,90062,"Perley, Daniel A",2013-10-03 10:00:00,/sha/archive/proc/IRAC035600/r46306560/SPITZER_I_46306560_DOC.fits,IracMapPC
GRB070802,GRB070802,36.898666999999996,-55.527471999999996,,IRAC Map PC,54877184,GRB070802,2015-11-10 20:46:45,2015-11-10 21:51:29,11116,"Perley, Daniel A",2015-11-25 10:00:00,/sha/archive/proc/IRAC040800/r54877184/SPITZER_I_54877184_DOC.fits,IracMapPC
GRB070724,GRB070724A,27.808625,-18.59425,,IRAC Map PC,46306816,GRB070724A,2013-03-09 14:29:50,2013-03-09 15:28:14,90062,"Perley, Daniel A",2013-04-04 10:00:00,/sha/archive/proc/IRAC034300/r46306816/SPITZER_I_46306816_DOC.fits,IracMapPC
GRB070621,GRB070621,323.792,-24.817528,,IRAC Map PC,46307072,GRB070621,2012-12-21 18:39:43,2012-12-21 21:58:47,90062,"Perley, Daniel A",2013-01-10 10:00:00,/sha/archive/proc/IRAC033700/r46307072/SPITZER_I_46307072_DOC.fits,IracMapPC
GRB070508,GRB070508,312.800292,-78.385278,,IRAC Map PC,54876928,GRB070508,2015-07-09 15:10:34,2015-07-09 15:39:45,11116,"Perley, Daniel A",2016-07-29 10:00:00,/sha/archive/proc/IRAC040300/r54876928/SPITZER_I_54876928_DOC.fits,IracMapPC
GRB070506,GRB070506,347.218292,10.722444,,IRAC Map,23488768,GRB070506 -IRAC,2007-12-23 01:20:27,2007-12-23 02:26:32,40599,"Chary, Ranga-Ram",2009-01-08 10:42:53,/sha/archive/proc/IRAC012000/r23488768/SPITZER_I_23488768_DOC.fits,IracMap
GRB070429,GRB070429A,297.702958,-32.404194,,IRAC Map PC,46307328,GRB070429A,2012-11-22 21:51:02,2012-11-22 22:49:31,90062,"Perley, Daniel A",2012-12-13 10:00:00,/sha/archive/proc/IRAC033500/r46307328/SPITZER_I_46307328_DOC.fits,IracMapPC
GRB070419B,GRB070419B,315.707583,-31.263694,,IRAC Map PC,46307584,GRB070419B,2012-12-07 18:36:21,2012-12-07 21:55:35,90062,"Perley, Daniel A",2013-01-03 10:00:00,/sha/archive/proc/IRAC033600/r46307584/SPITZER_I_46307584_DOC.fits,IracMapPC
GRB070419,GRB070419A,182.74516699999998,39.925333,,IRAC Map PC,54876672,GRB070419A,2016-07-31 04:04:25,2016-07-31 04:48:40,11116,"Perley, Daniel A",2016-08-18 10:00:00,/sha/archive/proc/IRAC043100/r54876672/SPITZER_I_54876672_DOC.fits,IracMapPC
GRB070412,GRB070412,181.541875,40.143194,,IRAC Map PC,46307840,GRB070412,2013-08-13 00:37:53,2013-08-13 01:36:18,90062,"Perley, Daniel A",2013-09-05 10:00:00,/sha/archive/proc/IRAC035400/r46307840/SPITZER_I_46307840_DOC.fits,IracMapPC
GRB070411,GRB070411,107.33304199999999,1.064611,,IRAC Map,23484672,GRB070411 -IRAC,2007-11-14 07:13:46,2007-11-14 08:19:47,40599,"Chary, Ranga-Ram",2008-12-02 14:20:43,/sha/archive/proc/IRAC011900/r23484672/SPITZER_I_23484672_DOC.fits,IracMap
GRB070330,GRB070330,269.541583,-63.793,,IRAC Map PC,54876416,GRB070330,2015-07-08 19:22:47,2015-07-08 21:32:18,11116,"Perley, Daniel A",2016-07-29 10:00:00,/sha/archive/proc/IRAC040300/r54876416/SPITZER_I_54876416_DOC.fits,IracMapPC
GRB070328,GRB070328,65.11533299999999,-34.066860999999996,,IRAC Map PC,46308096,GRB070328,2012-11-11 21:57:30,2012-11-12 01:16:11,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46308096/SPITZER_I_46308096_DOC.fits,IracMapPC
GRB070224,GRB070224,179.02770800000002,-13.330222000000001,,IRAC Map PC,54876160,GRB070224,2015-09-27 12:03:37,2015-09-27 13:08:22,11116,"Perley, Daniel A",2015-10-22 10:00:00,/sha/archive/proc/IRAC043000/r54876160/SPITZER_I_54876160_DOC.fits,IracMapPC
GRB070223,GRB070223,153.451625,43.133528000000005,,IRAC Map PC,46308352,GRB070223,2013-01-10 05:01:46,2013-01-10 08:20:36,90062,"Perley, Daniel A",2013-01-24 10:00:00,/sha/archive/proc/IRAC033800/r46308352/SPITZER_I_46308352_DOC.fits,IracMapPC
GRB070219,GRB070219,260.191875,69.370194,,IRAC Map PC,46308608,GRB070219,2012-11-05 23:27:13,2012-11-06 00:25:36,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46308608/SPITZER_I_46308608_DOC.fits,IracMapPC
GRB070129,GRB070129,37.00375,11.684444000000001,,IRAC Map,23808512,IRAC z6 - GRB070129,2007-09-11 14:39:00,2007-09-11 18:15:08,40598,"Jones, Christine A",2008-09-25 14:23:45,/sha/archive/proc/IRAC010000/r23808512/SPITZER_I_23808512_DOC.fits,IracMap
GRB070110,GRB070110,0.91375,-52.974139,,IRAC Map,23492608,GRB070110 -IRAC,2007-11-13 09:29:13,2007-11-13 10:35:19,40599,"Chary, Ranga-Ram",2008-12-02 14:20:43,/sha/archive/proc/IRAC011900/r23492608/SPITZER_I_23492608_DOC.fits,IracMap
GRB070103,GRB070103,352.5575,26.876222,,IRAC Map PC,46308864,GRB070103,2013-08-31 13:23:02,2013-08-31 14:21:29,90062,"Perley, Daniel A",2013-09-19 10:00:00,/sha/archive/proc/IRAC035500/r46308864/SPITZER_I_46308864_DOC.fits,IracMapPC
GRB061222B,GRB061222B,105.3525,-25.86,,IRAC Map,23483904,GRB061222B -IRAC,2007-11-14 04:14:19,2007-11-14 06:31:35,40599,"Chary, Ranga-Ram",2008-12-02 14:20:43,/sha/archive/proc/IRAC011900/r23483904/SPITZER_I_23483904_DOC.fits,IracMap
GRB061222,GRB061222A,358.291667,46.558333000000005,,IRAC Map,21633536,GRB061222A,2007-08-14 04:48:03,2007-08-14 10:11:55,30000,"Berger, Edo",2008-08-22 14:28:01,/sha/archive/proc/IRAC009900/r21633536/SPITZER_I_21633536_DOC.fits,IracMap
GRB061202,GRB061202,105.525292,-74.698528,,IRAC Map PC,46309376,GRB061202,2012-11-10 06:23:11,2012-11-10 09:41:56,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46309376/SPITZER_I_46309376_DOC.fits,IracMapPC
GRB061121,GRB061121,147.227417,-13.195194,,IRAC Map PC,46309632,GRB061121,2013-01-31 22:43:12,2013-02-01 00:22:29,90062,"Perley, Daniel A",2013-02-21 10:00:00,/sha/archive/proc/IRAC034000/r46309632/SPITZER_I_46309632_DOC.fits,IracMapPC
GRB061110B,GRB061110B,323.918333,6.892806,,IRAC Map,23485696,GRB061110B -IRAC,2007-12-23 10:47:47,2007-12-23 12:57:21,40599,"Chary, Ranga-Ram",2009-01-08 10:42:53,/sha/archive/proc/IRAC012000/r23485696/SPITZER_I_23485696_DOC.fits,IracMap
GRB061110,GRB061110A,336.29145800000003,-2.258861,,IRAC Map PC,46309888,GRB061110A,2013-01-31 03:51:12,2013-01-31 04:20:21,90062,"Perley, Daniel A",2013-02-21 10:00:00,/sha/archive/proc/IRAC034000/r46309888/SPITZER_I_46309888_DOC.fits,IracMapPC
GRB061028,GRB0061028,97.227083,46.298667,,IRAC Map,23808000,IRAC z6 - GRB0061028,2007-10-23 14:40:14,2007-10-23 18:16:24,40598,"Jones, Christine A",2008-10-31 10:05:19,/sha/archive/proc/IRAC011800/r23808000/SPITZER_I_23808000_DOC.fits,IracMap
GRB061021,GRB061021,145.150583,-21.951222,,IRAC Map PC,62061824,GRB061021,2017-04-04 19:40:31,2017-04-04 20:45:16,13104,"Perley, Daniel A",2017-04-27 10:00:00,/sha/archive/proc/IRAC044900/r62061824/SPITZER_I_62061824_DOC.fits,IracMapPC
GRB061021,GRB061021,145.150583,-21.951222,,IRAC Map PC,46310144,GRB061021,2013-02-01 01:22:16,2013-02-01 01:51:27,90062,"Perley, Daniel A",2013-02-21 10:00:00,/sha/archive/proc/IRAC034000/r46310144/SPITZER_I_46310144_DOC.fits,IracMapPC
GRB061007,GRB061007,46.331666999999996,-50.500694,,IRAC Map PC,46310400,GRB061007,2012-11-07 16:26:04,2012-11-07 18:05:27,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46310400/SPITZER_I_46310400_DOC.fits,IracMapPC
GRB061004,GRB061004,97.79375,-45.906833,,IRAC Map,23808256,IRAC z3 - GRB061004,2007-10-18 13:57:24,2007-10-18 17:33:34,40598,"Jones, Christine A",2008-10-31 10:05:19,/sha/archive/proc/IRAC011800/r23808256/SPITZER_I_23808256_DOC.fits,IracMap
GRB060927,GRB060927,329.549708,5.363972,,IRAC Map,23493632,GRB060927 -IRAC,2007-11-24 15:11:59,2007-11-24 17:30:01,40599,"Chary, Ranga-Ram",2008-12-02 14:20:43,/sha/archive/proc/IRAC011900/r23493632/SPITZER_I_23493632_DOC.fits,IracMap
GRB060926,GRB060926,263.93208300000003,13.0385,,IRAC Map,23494144,GRB060926 -IRAC,2007-09-14 08:26:26,2007-09-14 10:38:47,40599,"Chary, Ranga-Ram",2008-09-25 14:23:45,/sha/archive/proc/IRAC010000/r23494144/SPITZER_I_23494144_DOC.fits,IracMap
GRB060923B,GRB060923B,238.194583,-30.903806,,IRAC Map PC,47083008,GRB060923B,2013-05-01 23:43:45,2013-05-02 00:28:06,90062,"Perley, Daniel A",2013-05-09 10:00:00,/sha/archive/proc/IRAC034600/r47083008/SPITZER_I_47083008_DOC.fits,IracMapPC
GRB060919,GRB060919,276.924167,-51.014472,,IRAC Map PC,47082240,GRB060919,2013-06-27 14:25:54,2013-06-27 15:10:15,90062,"Perley, Daniel A",2013-07-11 10:00:00,/sha/archive/proc/IRAC035000/r47082240/SPITZER_I_47082240_DOC.fits,IracMapPC
GRB060912,GRB060912A,5.284,20.971611,,IRAC Map PC,46310656,GRB060912A,2013-09-11 16:46:15,2013-09-11 17:35:56,90062,"Perley, Daniel A",2013-10-03 10:00:00,/sha/archive/proc/IRAC035600/r46310656/SPITZER_I_46310656_DOC.fits,IracMapPC
GRB060908,GRB060908,31.82625,0.341944,,IRAC Map,23491840,GRB060908 -IRAC,2007-09-08 09:11:59,2007-09-08 10:18:04,40599,"Chary, Ranga-Ram",2008-09-25 14:23:45,/sha/archive/proc/IRAC010000/r23491840/SPITZER_I_23491840_DOC.fits,IracMap
GRB060906,GRB060906,40.75375,30.361694,,IRAC Map,23491584,GRB060906 -IRAC,2007-09-13 21:31:01,2007-09-13 23:48:11,40599,"Chary, Ranga-Ram",2008-09-25 14:23:45,/sha/archive/proc/IRAC010000/r23491584/SPITZER_I_23491584_DOC.fits,IracMap
GRB060904,GRB060904A,237.72875,44.9855,,IRAC Map,23808768,IRAC z6 - GRB060904A,2008-03-10 12:27:31,2008-03-10 16:05:54,40598,"Jones, Christine A",2009-03-20 14:24:18,/sha/archive/proc/IRAC012200/r23808768/SPITZER_I_23808768_DOC.fits,IracMap
GRB060805,GRB060805A,220.931125,12.586444,,IRAC Map PC,47082752,GRB060805A,2013-04-11 19:47:53,2013-04-11 20:32:08,90062,"Perley, Daniel A",2013-05-02 10:00:00,/sha/archive/proc/IRAC034500/r47082752/SPITZER_I_47082752_DOC.fits,IracMapPC
GRB060729,GRB060729,95.382458,-62.370222,,IRAC Map PC,46310912,GRB060729,2013-02-14 21:32:39,2013-02-14 22:01:50,90062,"Perley, Daniel A",2013-03-07 10:00:00,/sha/archive/proc/IRAC034100/r46310912/SPITZER_I_46310912_DOC.fits,IracMapPC
GRB060714,GRB060714,227.86041699999998,-6.566194,,IRAC Map,23482624,GRB060714 -IRAC,2007-08-08 22:57:38,2007-08-09 00:03:45,40599,"Chary, Ranga-Ram",2008-08-22 14:28:01,/sha/archive/proc/IRAC009900/r23482624/SPITZER_I_23482624_DOC.fits,IracMap
GRB060708,GRB060708,7.807583,-33.759,,IRAC Map PC,54875904,GRB060708,2016-09-12 16:20:39,2016-09-12 17:25:23,11116,"Perley, Daniel A",2016-09-29 10:00:00,/sha/archive/proc/IRAC043400/r54875904/SPITZER_I_54875904_DOC.fits,IracMapPC
GRB060707,GRB060707,357.079167,-17.904722,,IRAC Map,23493376,GRB060707 -IRAC,2007-12-23 13:18:59,2007-12-23 15:36:26,40599,"Chary, Ranga-Ram",2009-01-08 10:42:53,/sha/archive/proc/IRAC012000/r23493376/SPITZER_I_23493376_DOC.fits,IracMap
GRB060614,GRB060614,320.883667,-53.026722,,IRAC Map PC,46311168,GRB060614,2012-11-25 18:18:48,2012-11-25 18:48:00,90062,"Perley, Daniel A",2012-12-13 10:00:00,/sha/archive/proc/IRAC033500/r46311168/SPITZER_I_46311168_DOC.fits,IracMapPC
GRB060607,GRB060607,329.71,-22.496306,,IRAC Map,23487744,GRB060607 -IRAC,2007-11-14 21:50:43,2007-11-15 00:03:14,40599,"Chary, Ranga-Ram",2008-12-02 14:20:43,/sha/archive/proc/IRAC011900/r23487744/SPITZER_I_23487744_DOC.fits,IracMap
GRB060605,GRB060605,322.1555,-6.092028,,IRAC Map,23487488,GRB060605 -IRAC,2007-11-15 00:21:35,2007-11-15 02:31:12,40599,"Chary, Ranga-Ram",2008-12-02 14:20:43,/sha/archive/proc/IRAC011900/r23487488/SPITZER_I_23487488_DOC.fits,IracMap
GRB060604,GRB060604,337.229208,-10.948833,,IRAC Map,23488000,GRB060604 -IRAC,2007-12-22 23:27:55,2007-12-23 00:32:46,40599,"Chary, Ranga-Ram",2009-01-08 10:42:53,/sha/archive/proc/IRAC012000/r23488000/SPITZER_I_23488000_DOC.fits,IracMap
GRB060526,GRB060526,232.8265,0.284694,,IRAC Map,23485440,GRB060526 -IRAC,2007-09-07 17:36:09,2007-09-07 19:48:23,40599,"Chary, Ranga-Ram",2008-09-25 14:23:45,/sha/archive/proc/IRAC010000/r23485440/SPITZER_I_23485440_DOC.fits,IracMap
GRB060522,GRB 060522,322.936667,2.8861939999999997,,IRAC Map,19624448,GRB060522,2006-11-23 16:55:52,2006-11-23 21:11:27,20000,"Berger, Edo",2007-12-21 10:17:37,/sha/archive/proc/IRAC009200/r19624448/SPITZER_I_19624448_DOC.fits,IracMap
GRB060512,GRB060512,195.77420800000002,41.190889,,IRAC Map PC,46311424,GRB060512,2013-03-30 18:19:53,2013-03-30 21:38:46,90062,"Perley, Daniel A",2013-04-18 10:00:00,/sha/archive/proc/IRAC034400/r46311424/SPITZER_I_46311424_DOC.fits,IracMapPC
GRB060510B,GRB 060510b,239.123417,78.570278,,IRAC Map,19623936,GRB060510b,2006-10-26 00:14:35,2006-10-26 04:15:23,20000,"Berger, Edo",2007-11-15 10:20:55,/sha/archive/proc/IRAC009100/r19623936/SPITZER_I_19623936_DOC.fits,IracMap
GRB060502,GRB060502A,240.927,66.60069399999999,,IRAC Map PC,46311680,GRB060502A,2013-01-08 15:34:29,2013-01-08 17:13:47,90062,"Perley, Daniel A",2013-01-24 10:00:00,/sha/archive/proc/IRAC033800/r46311680/SPITZER_I_46311680_DOC.fits,IracMapPC
GRB060319,GRB060319,176.38704199999998,60.010861,,IRAC Map PC,46311936,GRB060319,2013-01-10 23:15:54,2013-01-11 00:14:20,90062,"Perley, Daniel A",2013-01-24 10:00:00,/sha/archive/proc/IRAC033800/r46311936/SPITZER_I_46311936_DOC.fits,IracMapPC
GRB060306,GRB060306,41.095458,-2.148333,,IRAC Map PC,46312192,GRB060306,2012-11-03 16:29:52,2012-11-03 19:48:57,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46312192/SPITZER_I_46312192_DOC.fits,IracMapPC
GRB060223,GRB 060223a,55.20725,-17.13,,IRAC Map,19624192,GRB060223a,2006-09-23 19:51:36,2006-09-23 23:52:24,20000,"Berger, Edo",2007-10-19 10:13:46,/sha/archive/proc/IRAC009000/r19624192/SPITZER_I_19624192_DOC.fits,IracMap
GRB060218X,GRB060218,50.415333000000004,16.867167000000002,,IRAC Map PC,46312448,GRB060218,2012-11-07 22:26:03,2012-11-07 22:52:00,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46312448/SPITZER_I_46312448_DOC.fits,IracMapPC
GRB060210,GRB060210,57.739042000000005,27.026221999999997,,IRAC Map PC,54875648,GRB060210,2015-11-24 07:46:49,2015-11-24 11:05:26,11116,"Perley, Daniel A",2015-12-10 10:00:00,/sha/archive/proc/IRAC040900/r54875648/SPITZER_I_54875648_DOC.fits,IracMapPC
GRB060210,GRB060210,57.739167,27.026221999999997,,IRAC Map,23492352,GRB060210 -IRAC,2007-09-14 13:11:37,2007-09-14 15:23:55,40599,"Chary, Ranga-Ram",2008-09-25 14:23:45,/sha/archive/proc/IRAC010000/r23492352/SPITZER_I_23492352_DOC.fits,IracMap
GRB060206,GRB060206,202.931,35.051,,IRAC Map,23492096,GRB060206 -IRAC,2008-03-08 06:05:23,2008-03-08 08:28:22,40599,"Chary, Ranga-Ram",2009-03-20 14:24:18,/sha/archive/proc/IRAC012200/r23492096/SPITZER_I_23492096_DOC.fits,IracMap
GRB060204B,GRB060204B,211.81254199999998,27.677056,,IRAC Map PC,46312704,GRB060204B,2013-03-30 11:28:01,2013-03-30 14:46:39,90062,"Perley, Daniel A",2013-04-18 10:00:00,/sha/archive/proc/IRAC034400/r46312704/SPITZER_I_46312704_DOC.fits,IracMapPC
GRB060202,GRB060202,35.845875,38.384221999999994,,IRAC Map PC,46312960,GRB060202,2012-11-11 17:11:08,2012-11-11 20:30:10,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46312960/SPITZER_I_46312960_DOC.fits,IracMapPC
GRB060124,GRB060124,77.10625,69.74055600000001,,IRAC Map,23489024,GRB060124 -IRAC,2007-10-17 02:16:19,2007-10-17 03:22:21,40599,"Chary, Ranga-Ram",2008-10-31 10:05:19,/sha/archive/proc/IRAC011800/r23489024/SPITZER_I_23489024_DOC.fits,IracMap
GRB060116,GRB060116,84.6925,-5.436889,,IRAC Map,23807744,IRAC z6 - GRB060116,2007-10-18 18:33:31,2007-10-18 22:09:40,40598,"Jones, Christine A",2008-10-31 10:05:19,/sha/archive/proc/IRAC011800/r23807744/SPITZER_I_23807744_DOC.fits,IracMap
GRB060115,GRB060115,54.06,17.345278,,IRAC Map,23486976,GRB060115 -IRAC,2007-09-14 10:59:40,2007-09-14 13:09:15,40599,"Chary, Ranga-Ram",2008-09-25 14:23:45,/sha/archive/proc/IRAC010000/r23486976/SPITZER_I_23486976_DOC.fits,IracMap
GRB060108,GRB060108,147.00825,31.919056,,IRAC Map PC,46313216,GRB060108,2013-01-23 04:15:11,2013-01-23 05:13:33,90062,"Perley, Daniel A",2013-02-07 10:00:00,/sha/archive/proc/IRAC033900/r46313216/SPITZER_I_46313216_DOC.fits,IracMapPC
GRB051221,GRB051221,328.7025,16.890889,,IRAC Map,19050496,IRAC-GRB051221,2006-11-24 15:20:23,2006-11-24 15:25:49,30834,"Savaglio, Sandra",2006-12-21 10:17:37,/sha/archive/proc/IRAC009200/r19050496/SPITZER_I_19050496_DOC.fits,IracMap
GRB051117B,GRB051117B,85.18075,-19.274222,,IRAC Map PC,46313472,GRB051117B,2012-11-12 21:22:23,2012-11-12 22:20:47,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46313472/SPITZER_I_46313472_DOC.fits,IracMapPC
GRB051111,GRB051111,348.137833,18.374472,,IRAC Map PC,54875392,GRB051111,2016-09-16 09:09:38,2016-09-16 12:28:23,11116,"Perley, Daniel A",2016-09-29 10:00:00,/sha/archive/proc/IRAC043400/r54875392/SPITZER_I_54875392_DOC.fits,IracMapPC
GRB051109,GRB051109,330.272083,40.823139000000005,,IRAC Map,23484928,GRB051109 -IRAC,2007-12-23 03:38:07,2007-12-23 04:42:58,40599,"Chary, Ranga-Ram",2009-01-08 10:42:53,/sha/archive/proc/IRAC012000/r23484928/SPITZER_I_23484928_DOC.fits,IracMap
GRB051016B,GRB051016B,132.115833,13.65575,,IRAC Map PC,54875136,GRB051016B,2015-07-16 12:56:43,2015-07-16 13:40:52,11116,"Perley, Daniel A",2015-08-06 10:00:00,/sha/archive/proc/IRAC040400/r54875136/SPITZER_I_54875136_DOC.fits,IracMapPC
|char,|char,|double,|double,|int,|char,|int,|char,|char,|char,|int,|char,|char,|char,|char
GRB000301C,GRB000301C,245.077500,29.443333,,IRAC Map,23491072,GRB000301C -IRAC,2007-08-16 06:10:09,2007-08-16 07:16:12,40599,"Chary, Ranga-Ram",2008-08-22 14:28:01,/sha/archive/proc/IRAC009900/r23491072/SPITZER_I_23491072_DOC.fits,IracMap
GRB000926,GRB000926,256.040625,51.786111,,IRAC Map,23485952,GRB000926 -IRAC,2007-09-07 15:58:58,2007-09-07 17:05:00,40599,"Chary, Ranga-Ram",2008-09-25 14:23:45,/sha/archive/proc/IRAC010000/r23485952/SPITZER_I_23485952_DOC.fits,IracMap
GRB011211,GRB011211,168.824917,-21.948944,,IRAC Map,23493120,GRB011211 -IRAC,2008-07-18 04:42:34,2008-07-18 05:51:04,40599,"Chary, Ranga-Ram",2009-08-05 15:13:35,/sha/archive/proc/IRAC013600/r23493120/SPITZER_I_23493120_DOC.fits,IracMap
GRB020124,GRB020124,143.211667,-11.519722,,IRAC Map,23491328,GRB020124 -IRAC,2007-12-22 12:03:25,2007-12-22 14:15:39,40599,"Chary, Ranga-Ram",2009-01-08 10:42:53,/sha/archive/proc/IRAC012000/r23491328/SPITZER_I_23491328_DOC.fits,IracMap
GRB021004,GRB021004,6.727875,18.928139,,IRAC Map,23486464,GRB021004 -IRAC,2007-08-07 02:31:03,2007-08-07 03:26:07,40599,"Chary, Ranga-Ram",2008-08-22 14:28:01,/sha/archive/proc/IRAC009900/r23486464/SPITZER_I_23486464_DOC.fits,IracMap
GRB030115,GRB030115,169.635958,15.049972,,IRAC Map PC,46317568,GRB030115,2013-08-03 04:18:59,2013-08-03 05:17:21,90062,"Perley, Daniel A",2013-08-22 10:00:00,/sha/archive/proc/IRAC035300/r46317568/SPITZER_I_46317568_DOC.fits,IracMapPC
GRB030226,GRB030226,173.270542,25.898694,,IRAC Map PC,62060800,GRB030226,2017-08-15 21:23:44,2017-08-15 22:28:28,13104,"Perley, Daniel A",2017-08-31 10:00:00,/sha/archive/proc/IRAC045800/r62060800/SPITZER_I_62060800_DOC.fits,IracMapPC
GRB030329,GRB030329A,161.208167,21.521500,,IRAC Map PC,62061056,GRB030329A,2017-03-31 20:46:51,2017-03-31 21:51:36,13104,"Perley, Daniel A",2017-04-27 10:00:00,/sha/archive/proc/IRAC044900/r62061056/SPITZER_I_62061056_DOC.fits,IracMapPC
GRB030429X,GRB030429,183.281250,-20.913806,,IRAC Map,23488512,GRB030429 -IRAC,2008-07-18 01:15:30,2008-07-18 02:24:57,40599,"Chary, Ranga-Ram",2009-08-05 15:13:35,/sha/archive/proc/IRAC013600/r23488512/SPITZER_I_23488512_DOC.fits,IracMap
GRB050124,GRB050124,192.877208,13.044194,,IRAC Map PC,46317312,GRB050124,2013-04-10 23:10:28,2013-04-11 00:08:58,90062,"Perley, Daniel A",2013-05-02 10:00:00,/sha/archive/proc/IRAC034500/r46317312/SPITZER_I_46317312_DOC.fits,IracMapPC
GRB050128,GRB050128,219.573583,-34.765194,,IRAC Map PC,46317056,GRB050128,2013-04-17 22:27:44,2013-04-18 01:46:28,90062,"Perley, Daniel A",2013-05-02 10:00:00,/sha/archive/proc/IRAC034500/r46317056/SPITZER_I_46317056_DOC.fits,IracMapPC
GRB050219B,GRB050219B,81.316917,-57.757806,,IRAC Map PC,46316800,GRB050219B,2012-11-08 21:26:15,2012-11-08 22:24:39,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46316800/SPITZER_I_46316800_DOC.fits,IracMapPC
GRB050315,GRB050315,306.475417,-42.600611,,IRAC Map PC,46316544,GRB050315,2012-11-25 18:50:49,2012-11-25 20:30:23,90062,"Perley, Daniel A",2012-12-13 10:00:00,/sha/archive/proc/IRAC033500/r46316544/SPITZER_I_46316544_DOC.fits,IracMapPC
GRB050318,GRB050318,49.713125,-46.395472,,IRAC Map PC,46316288,GRB050318,2012-11-07 18:07:09,2012-11-07 19:46:30,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46316288/SPITZER_I_46316288_DOC.fits,IracMapPC
GRB050319,GRB050319,154.199000,43.548583,,IRAC Map,23492864,GRB050319 -IRAC,2007-12-29 10:22:35,2007-12-29 12:34:46,40599,"Chary, Ranga-Ram",2009-01-08 10:42:53,/sha/archive/proc/IRAC012000/r23492864/SPITZER_I_23492864_DOC.fits,IracMap
GRB050401,GRB050401,247.849208,2.223389,,IRAC Map,23485184,GRB050401 -IRAC,2007-09-07 14:30:22,2007-09-07 15:35:15,40599,"Chary, Ranga-Ram",2008-09-25 14:23:45,/sha/archive/proc/IRAC010000/r23485184/SPITZER_I_23485184_DOC.fits,IracMap
GRB050406X,GRB050406,34.467917,-50.187500,,IRAC Map PC,54873344,GRB050406,2015-11-08 19:38:47,2015-11-08 21:51:31,11116,"Perley, Daniel A",2015-11-25 10:00:00,/sha/archive/proc/IRAC040800/r54873344/SPITZER_I_54873344_DOC.fits,IracMapPC
