291.7291666666667,-13.55,GRB180326A
157.43333333333334,24.433333333333334,GRB180325A
76.58333333333333,56.71666666666667,GRB180324A
180.34166666666667,33.93333333333333,GRB180318A
92.19583333333334,23.166666666666668,GRB180317A
265.4375,-0.7333333333333333,GRB180316A
297.8666666666667,23.616666666666667,GRB180314B
99.275,-24.483333333333334,GRB180314A
3.433333333333333,-54.483333333333334,GRB180311A
49.670833333333334,32.1,GRB180305A
202.6625,38.083333333333336,GRB180224A
256.5708333333333,-36.8,GRB180222A
1.8,18.35,GRB180210A
126.82083333333334,11.55,GRB180205A
330.1166666666667,30.85,GRB180204AS
215.65416666666667,18.966666666666665,GRB180116A
12.075,-15.6,GRB180115A
175.3,-63.266666666666666,GRB180113C
6.695833333333334,24.016666666666666,GRB180113B
19.216666666666665,68.68333333333334,GRB180113A
149.84166666666667,48.266666666666666,GRB180111A
159.58333333333334,-53.55,GRB180103A
203.11666666666667,62.15,GRB180102A
148.29166666666666,35.61666666666667,GRB171222A
340.06666666666666,52.05,GRB171216B
212.07916666666668,-50.46666666666667,GRB171216A
39.44166666666667,-70.61666666666666,GRB171212B
293.9,20.566666666666666,GRB171212A
98.10833333333333,-58.666666666666664,GRB171211A
335.30833333333334,24.433333333333334,GRB171210A
139.38333333333333,-30.533333333333335,GRB171209A
167.44583333333333,-12.6,GRB171205A
335.5208333333333,35.21666666666667,GRB171124A
186.19166666666666,32.53333333333333,GRB171123A
163.7875,22.45,GRB171120A
135.31666666666666,-50.28333333333333,GRB171119A
278.4125,9.133333333333333,GRB171115A
20.075,-59.63333333333333,GRB171112A
249.5375,-10.216666666666667,GRB171103AS
288.1041666666667,22.433333333333334,GRB171102B
187.72916666666666,54.03333333333333,GRB171102A
61.67916666666667,-2.6,GRB171027A
215.35416666666666,12.85,GRB171022A
39.2625,15.183333333333334,GRB171020A
236.7625,-10.066666666666666,GRB171011A
34.125,-54.416666666666664,GRB171010B
66.74166666666666,-10.533333333333333,GRB171010A
135.54166666666666,42.85,GRB171007A
139.1625,52.68333333333333,GRB171004A
22.0875,-11.9,GRB171001A
132.375,57.05,GRB170921B
26.85,30.866666666666667,GRB170921A
215.46666666666667,-62.03333333333333,GRB170912B
167.37083333333334,-54.36666666666667,GRB170912A
72.09583333333333,30.916666666666668,GRB170911A
128.70416666666668,70.78333333333333,GRB170906C
232.22083333333333,-28.25,GRB170906B
203.99166666666667,-47.11666666666667,GRB170906A
35.375,-32.5,GRB170904A
254.5125,34.983333333333334,GRB170903A
267.2416666666667,-2.0,GRB170830A
276.1791666666667,-40.21666666666667,GRB170827A
